Unnamed: 0,h,b,t,ro,ri,m,P,A,"Av,z","Av,y",Iy,iy,"Wel,y","Wpl,y",Iz,iz,"Wel,z","Wpl,z",IT,WT
,[mm],[mm],[mm],[mm],[mm],[kg/m],[m],[mm2],[mm2],[mm2],[mm4],[mm],[mm3],[mm3],[mm4],[mm],[mm3],[mm3],[mm4],[mm3]
RHS150x100x4,150.0,100.0,4.0,8.0,4.0,14.9,486.0,1895.0,1137.0,758.0,5946000.0,56.0,79280.0,95670.0,3186000.0,41.0,63710.0,72500.0,6616000.0,104900.0
RHS150x100x5,150.0,100.0,5.0,10.0,5.0,18.3,483.0,2336.0,1401.0,934.0,7192000.0,55.5,95890.0,116700.0,3840000.0,40.5,76800.0,88340.0,8087000.0,126800.0
RHS150x100x6,150.0,100.0,6.0,12.0,6.0,21.7,479.0,2763.0,1658.0,1105.0,8346999.999999999,55.0,111300.0,136700.0,4442000.0,40.1,88840.0,103300.0,9483000.0,147100.0
RHS150x100x6.3,150.0,100.0,6.3,15.8,9.4,22.4,473.0,2855.0,1713.0,1142.0,8483000.0,54.5,113100.0,139900.0,4527000.0,39.8,90530.0,105900.0,9916000.0,152300.0
RHS150x100x8,150.0,100.0,8.0,20.0,12.0,27.7,466.0,3524.0,2115.0,1410.0,10080000.0,53.5,134400.0,169200.0,5357000.0,39.0,107100.0,127900.0,12060000.0,181800.0
RHS150x100x10,150.0,100.0,10.0,25.0,15.0,33.4,457.0,4257.0,2554.0,1703.0,11620000.0,52.2,154900.0,199200.0,6144000.0,38.0,122900.0,150200.0,14260000.0,211000.0
RHS150x100x12,150.0,100.0,12.0,36.0,24.0,37.7,438.0,4806.0,2884.0,1922.0,12070000.0,50.1,160900.0,214900.0,6418000.0,36.5,128400.0,162500.0,15730000.0,228700.0
RHS150x100x12.5,150.0,100.0,12.5,37.5,25.0,38.9,436.0,4954.0,2973.0,1982.0,12250000.0,49.7,163300.0,219600.0,6513000.0,36.3,130300.00000000001,166100.0,16060000.0,232900.0
RHS160x80x4,160.0,80.0,4.0,8.0,4.0,14.2,466.0,1815.0,1210.0,605.0,5977000.0,57.4,74710.0,92860.0,2035000.0000000002,33.5,50890.0,57390.0,4941000.0,88030.0
RHS160x80x5,160.0,80.0,5.0,10.0,5.0,17.5,463.0,2236.0,1490.0,745.0,7217000.0,56.8,90210.0,113200.0,2441000.0,33.0,61030.0,69740.0,6013000.0,105900.0
RHS160x80x6,160.0,80.0,6.0,12.0,6.0,20.7,459.0,2643.0,1762.0,881.0,8359999.999999999,56.2,104500.0,132300.0,2809000.0,32.6,70220.0,81310.0,7021000.0,122300.0
RHS160x80x6.3,160.0,80.0,6.3,15.8,9.4,21.4,453.0,2729.0,1819.0,910.0,8465000.0,55.7,105800.0,135100.0,2857000.0,32.4,71430.0,83250.0,7323000.0,126300.0
RHS160x80x8,160.0,80.0,8.0,20.0,12.0,26.4,446.0,3364.0,2243.0,1121.0,10010000.0,54.6,125200.0,162900.0,3349000.0,31.6,83740.0,99970.0,8823000.0,149500.0
RHS160x80x10,160.0,80.0,10.0,25.0,15.0,31.8,437.0,4057.0,2704.0,1352.0,11460000.0,53.2,143300.0,190900.0,3798000.0,30.6,94950.0,116700.0,10310000.0,171600.0
RHS160x80x12,160.0,80.0,12.0,36.0,24.0,35.8,418.0,4566.0,3044.0,1522.0,11710000.0,50.6,146300.0,204000.0,3913000.0,29.3,97820.0,125000.0,11110000.0,182600.0
RHS160x80x12.5,160.0,80.0,12.5,37.5,25.0,36.9,416.0,4704.0,3136.0,1568.0,11850000.0,50.2,148100.0,208200.0,3958000.0,29.0,98940.0,127500.0,11290000.0,185200.0
RHS180x100x4,180.0,100.0,4.0,8.0,4.0,16.8,546.0,2135.0,1372.0,762.0,9260000.0,65.9,102900.0,125900.0,3739000.0,41.8,74780.0,84020.0,8538000.0,127100.0
RHS180x100x5,180.0,100.0,5.0,10.0,5.0,20.7,543.0,2636.0,1694.0,941.0,11240000.0,65.3,124900.0,154000.0,4518000.0,41.4,90350.0,102600.0,10450000.0,153900.0
RHS180x100x6,180.0,100.0,6.0,12.0,6.0,24.5,539.0,3123.0,2008.0,1115.0,13100000.0,64.8,145500.0,180800.0,5238000.0,41.0,104800.0,120200.0,12270000.0,178900.0
RHS180x100x6.3,180.0,100.0,6.3,15.8,9.4,25.4,533.0,3233.0,2078.0,1155.0,13350000.0,64.3,148300.0,185500.0,5358000.0,40.7,107200.0,123600.0,12830000.0,185500.0
RHS180x100x8,180.0,100.0,8.0,20.0,12.0,31.4,526.0,4004.0,2574.0,1430.0,15980000.0,63.2,177600.0,225600.0,6375000.0,39.9,127500.0,149900.0,15650000.0,222500.0
RHS180x100x10,180.0,100.0,10.0,25.0,15.0,38.1,517.0,4857.0,3122.0,1735.0,18590000.0,61.9,206600.0,267500.0,7364000.0,38.9,147300.0,177200.0,18590000.0,259600.00000000003
RHS180x100x12,180.0,100.0,12.0,36.0,24.0,43.4,498.0,5526.0,3552.0,1974.0,19650000.0,59.6,218300.0,292400.0,7821000.0,37.6,156400.0,194200.0,20730000.0,284500.0
RHS180x100x12.5,180.0,100.0,12.5,37.5,25.0,44.8,496.0,5704.0,3667.0,2037.0,20010000.0,59.2,222300.0,299600.0,7958000.0,37.4,159200.0,198900.0,21220000.0,290400.0
RHS200x100x4,200.0,100.0,4.0,8.0,4.0,18.0,586.0,2295.0,1530.0,765.0,12000000.0,72.3,120000.0,148000.0,4107999.9999999995,42.3,82160.0,91700.0,9854000.0,141800.0
RHS200x100x5,200.0,100.0,5.0,10.0,5.0,22.3,583.0,2836.0,1890.0,945.0,14590000.0,71.7,145900.0,181400.0,4969000.0,41.9,99390.0,112100.0,12060000.0,171900.0
RHS200x100x6,200.0,100.0,6.0,12.0,6.0,26.4,579.0,3363.0,2242.0,1121.0,17030000.0,71.2,170300.0,213300.0,5769000.0,41.4,115400.0,131500.0,14170000.0,200100.0
RHS200x100x6.3,200.0,100.0,6.3,15.8,9.4,27.4,573.0,3485.0,2323.0,1162.0,17390000.0,70.6,173900.0,219100.0,5911000.0,41.2,118200.0,135400.0,14830000.0,207600.0
RHS200x100x8,200.0,100.0,8.0,20.0,12.0,33.9,566.0,4324.0,2883.0,1441.0,20910000.0,69.5,209100.0,267300.0,7054000.0,40.4,141100.0,164700.0,18110000.0,249600.0
RHS200x100x10,200.0,100.0,10.0,25.0,15.0,41.3,557.0,5257.0,3504.0,1752.0,24440000.0,68.2,244400.0,318100.0,8177000.0,39.4,163500.0,195200.0,21540000.0,292100.0
RHS200x100x12,200.0,100.0,12.0,36.0,24.0,47.1,538.0,6006.0,4004.0,2002.0,26070000.0,65.9,260700.0,350000.0,8756000.0,38.2,175100.0,215300.0,24140000.0,321800.0
RHS200x100x12.5,200.0,100.0,12.5,37.5,25.0,48.7,536.0,6204.0,4136.0,2068.0,26590000.0,65.5,265900.0,359100.0,8922000.0,37.9,178400.0,220800.0,24740000.0,328800.0
RHS200x120x4,200.0,120.0,4.0,8.0,4.0,19.3,626.0,2455.0,1534.0,921.0,13530000.0,74.3,135300.0,163700.0,6177000.0,50.2,102900.0,115400.0,13450000.0,172500.0
RHS200x120x5,200.0,120.0,5.0,10.0,5.0,23.8,623.0,3036.0,1897.0,1138.0,16489999.999999998,73.7,164900.0,200900.0,7501000.0,49.7,125000.0,141400.0,16520000.0,209900.0
RHS200x120x6,200.0,120.0,6.0,12.0,6.0,28.3,619.0,3603.0,2252.0,1351.0,19290000.0,73.2,192900.0,236500.0,8743000.0,49.3,145700.0,166300.0,19470000.0,245100.0
RHS200x120x6.3,200.0,120.0,6.3,15.8,9.4,29.3,613.0,3737.0,2336.0,1401.0,19760000.0,72.7,197600.0,243500.0,8977000.0,49.0,149600.0,171500.0,20400000.0,254700.0
RHS200x120x8,200.0,120.0,8.0,20.0,12.0,36.5,606.0,4644.0,2903.0,1742.0,23860000.0,71.7,238600.0,298000.0,10790000.0,48.2,179800.0,209500.0,25070000.0,308300.0
RHS200x120x10,200.0,120.0,10.0,25.0,15.0,44.4,597.0,5657.0,3535.0,2121.0,28060000.0,70.4,280600.0,356100.0,12620000.0,47.2,210400.0,249800.0,30070000.0,363700.0
RHS200x120x12,200.0,120.0,12.0,36.0,24.0,50.9,578.0,6486.0,4054.0,2432.0,30310000.0,68.4,303100.0,395100.0,13680000.0,45.9,228000.0,277800.0,34190000.0,405700.0
